enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
30511,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,,,2,35,0
3462,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,7,1
19861,city_114,0.926,,No relevent experience,no_enrollment,High School,,5,,,never,48,0
22220,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,192,0
5184,city_74,0.579,Male,No relevent experience,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,1,16,1
28157,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Pvt Ltd,3,7,0
4437,city_21,0.624,,No relevent experience,Full time course,High School,,1,,Pvt Ltd,never,73,0
19600,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,4,7,0
30827,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Oct-49,Pvt Ltd,2,84,1
28463,city_28,0.939,Male,No relevent experience,Full time course,Graduate,STEM,9,,,2,39,0
10776,city_114,0.926,,Has relevent experience,no_enrollment,High School,,14,<10,Pvt Ltd,1,78,0
30257,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,107,1
29054,city_75,0.939,Male,No relevent experience,Part time course,Graduate,STEM,3,500-999,Pvt Ltd,never,40,0
29080,city_21,0.624,Male,No relevent experience,Part time course,Graduate,No Major,9,,,never,34,0
3080,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,4,90,0
24205,city_28,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,2,109,0
25481,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,1,160,0
2961,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Public Sector,2,102,0
11962,city_39,0.898,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Pvt Ltd,1,31,0
10974,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,,,2,8,0
27655,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,116,1
31089,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,2,21,1
14728,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,1,26,0
26299,city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,3,,,1,23,0
8064,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,17,0
28980,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,,,1,100,1
21069,city_149,0.689,,No relevent experience,Full time course,High School,,3,,,,26,1
5952,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,>4,54,1
25511,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,2,68,0
32467,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,Oct-49,Pvt Ltd,4,45,0
13168,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,102,0
29220,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,3,,,never,9,0
5775,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,25,0
9973,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,156,0
12534,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,48,1
24952,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,never,86,0
25319,city_114,0.926,,No relevent experience,no_enrollment,Phd,STEM,14,<10,Pvt Ltd,>4,52,1
18137,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,12,1
30890,city_114,0.926,Male,No relevent experience,,High School,,9,,Pvt Ltd,never,46,0
18837,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,5,,,2,86,0
14270,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,10,0
25175,city_16,0.91,,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,3,20,0
3102,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,18,Oct-49,Pvt Ltd,1,256,0
14918,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,3,Oct-49,Pvt Ltd,1,85,0
3718,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,46,1
1866,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,47,1
19215,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,1,57,0
26510,city_73,0.754,Male,Has relevent experience,no_enrollment,High School,,15,,,1,152,1
13615,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,,4,1
2351,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,4,22,0
7010,city_40,0.776,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,4,0
5946,city_149,0.689,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Funded Startup,1,70,0
12369,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,1,87,1
10176,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,18,0
24573,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,42,0
18791,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,77,1
1044,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,0
24887,city_75,0.939,,Has relevent experience,Full time course,High School,,2,<10,Pvt Ltd,1,30,0
2330,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,Pvt Ltd,1,35,0
9403,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,50-99,Pvt Ltd,3,8,0
29457,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Funded Startup,1,81,0
26228,city_107,0.518,,No relevent experience,Full time course,Phd,Other,>20,10000+,Pvt Ltd,>4,56,0
29875,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,6,,,1,36,0
31579,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,500-999,Pvt Ltd,>4,61,0
11946,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,>4,43,1
22514,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,>4,222,0
7737,city_45,0.89,,Has relevent experience,no_enrollment,High School,,14,50-99,Pvt Ltd,1,24,0
32720,city_145,0.555,Female,Has relevent experience,Part time course,Masters,STEM,>20,10000+,NGO,3,135,1
22671,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,>4,43,0
4813,city_24,0.698,Male,Has relevent experience,no_enrollment,Primary School,,4,,,1,13,0
11788,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,52,1
7731,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,,never,84,0
27261,city_14,0.698,Male,No relevent experience,Full time course,High School,,2,,,never,13,0
410,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,2,80,0
12204,city_45,0.89,,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Early Stage Startup,>4,57,0
22211,city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,Other,5,,,never,36,0
18621,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,86,0
10661,city_10,0.895,Male,Has relevent experience,no_enrollment,Phd,STEM,18,10000+,Pvt Ltd,2,6,1
23398,city_36,0.893,,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Funded Startup,1,45,0
9881,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,1,72,0
14610,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,1,11,0
12729,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,never,2,0
17708,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Public Sector,1,61,0
21806,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,>4,30,1
9867,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,3,22,1
1134,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,23,0
33231,city_21,0.624,Other,No relevent experience,Full time course,Graduate,STEM,3,,,never,64,0
5796,city_91,0.691,,Has relevent experience,no_enrollment,Graduate,STEM,<1,,,1,52,1
25695,city_67,0.855,Other,No relevent experience,no_enrollment,Masters,Humanities,4,10000+,Pvt Ltd,4,13,0
19778,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,14,Oct-49,Pvt Ltd,>4,30,0
21879,city_28,0.939,,No relevent experience,Part time course,Graduate,STEM,3,5000-9999,Pvt Ltd,2,72,0
9722,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,55,1
32942,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Pvt Ltd,>4,9,0
24856,city_160,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,39,0
683,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,3,15,0
1270,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,1,100,0
21233,city_160,0.92,Male,No relevent experience,Part time course,Graduate,STEM,9,,,2,55,1
10115,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,,,2,14,0
26275,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,10000+,Pvt Ltd,4,168,1
11427,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,5,,,1,119,0
24479,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,never,142,0
16438,city_136,0.897,,No relevent experience,no_enrollment,Phd,STEM,12,,,2,53,0
26136,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,Business Degree,2,5000-9999,Pvt Ltd,2,42,0
14811,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,16,10000+,Pvt Ltd,1,32,1
15335,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,,,>4,102,0
27459,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,never,32,1
28256,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,28,0
22877,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,107,0
3612,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,11,0
1376,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,5,,,never,47,0
6842,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,<10,Pvt Ltd,never,25,1
31184,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Oct-49,Pvt Ltd,1,130,0
19817,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,2,149,1
18514,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,never,54,1
30404,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,50,1
2586,city_7,0.647,,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,130,0
27509,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,>4,52,0
15275,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,9,,,>4,46,0
22523,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,44,0
6918,city_109,0.701,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,1,18,0
16734,city_103,0.92,,No relevent experience,no_enrollment,,,5,,,never,12,0
28976,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,,>20,,,>4,76,0
4206,city_103,0.92,Other,No relevent experience,Part time course,Graduate,STEM,15,,Pvt Ltd,never,118,0
14171,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,97,1
12585,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,52,1
10599,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,never,108,0
16586,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,4,34,0
28771,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Business Degree,1,100-500,Pvt Ltd,1,144,1
24173,city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,No Major,<1,,,4,158,0
29451,city_67,0.855,Male,Has relevent experience,Part time course,High School,,9,100-500,Pvt Ltd,1,50,1
1917,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,182,0
18558,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,38,1
28441,city_16,0.91,,Has relevent experience,no_enrollment,Masters,Humanities,4,Oct-49,Pvt Ltd,4,72,1
13802,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,28,0
13360,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,16,,,>4,161,0
29169,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,56,0
23446,city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,12,1
14374,city_149,0.689,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,1,16,0
31280,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,8,0
33302,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,1,7,0
1413,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,5,,,never,35,0
15747,city_19,0.682,Male,No relevent experience,,High School,,<1,,,never,62,0
27040,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,>4,97,0
19609,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,9,0
19919,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,5000-9999,Pvt Ltd,3,42,0
20556,city_101,0.558,,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,234,0
30522,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,76,0
843,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,57,0
16853,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,>4,34,0
19368,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,100-500,Pvt Ltd,>4,10,0
9475,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,11,0
8246,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,224,0
9190,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,never,108,0
5526,city_104,0.924,,No relevent experience,Full time course,Graduate,STEM,2,,Other,never,100,0
10660,city_123,0.738,,Has relevent experience,Full time course,,,5,,,3,78,0
24142,city_7,0.647,Male,Has relevent experience,no_enrollment,High School,,5,,,2,38,0
32476,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,326,0
9409,city_84,0.698,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,3,50,0
24839,city_25,0.698,,No relevent experience,Full time course,Graduate,STEM,2,,,never,112,1
13186,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,4,89,1
14839,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,7,,Public Sector,1,9,1
30556,city_74,0.579,Female,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,20,0
11448,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,22,1
16487,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,10,,,never,60,0
10849,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,167,0
27032,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,40,0
6113,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,139,0
3242,city_165,0.903,Male,No relevent experience,Full time course,High School,,2,<10,Pvt Ltd,1,10,0
23291,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Funded Startup,1,226,0
32639,city_160,0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,22,0
23649,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,13,0
535,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,73,0
17617,city_50,0.896,Male,No relevent experience,no_enrollment,,,12,,,1,165,1
27200,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,,,1,240,0
21832,city_114,0.926,,Has relevent experience,Full time course,Phd,STEM,2,10000+,Pvt Ltd,never,47,0
1073,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,,14,<10,Early Stage Startup,4,194,0
32208,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Funded Startup,1,78,0
8782,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,Oct-49,Pvt Ltd,>4,50,0
8817,city_26,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,11,,,never,152,1
22872,city_114,0.926,,No relevent experience,no_enrollment,High School,,3,50-99,Pvt Ltd,1,56,0
10209,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,145,0
22781,city_162,0.767,Female,No relevent experience,no_enrollment,Masters,STEM,3,,,1,26,0
7026,city_100,0.887,Male,No relevent experience,Full time course,High School,,4,,,never,23,0
26617,city_102,0.804,,Has relevent experience,Full time course,Masters,STEM,10,Oct-49,Pvt Ltd,1,43,0
2455,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,2,17,0
4278,city_16,0.91,Male,No relevent experience,,Graduate,Arts,>20,,,>4,22,1
11524,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,3,,,2,27,1
20289,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,7,1
9303,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,Pvt Ltd,>4,70,0
27723,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,21,0
25198,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,>4,38,0
2587,city_71,0.884,,Has relevent experience,Full time course,Primary School,,4,50-99,Early Stage Startup,1,46,0
21101,city_57,0.866,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,42,0
31980,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Oct-49,Pvt Ltd,1,152,0
26410,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,>4,112,0
776,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,38,0
12254,city_75,0.939,,Has relevent experience,no_enrollment,High School,,10,10000+,Pvt Ltd,2,33,0
9470,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,24,0
11342,city_75,0.939,Male,Has relevent experience,no_enrollment,High School,,>20,10000+,Pvt Ltd,>4,116,0
33215,city_46,0.762,Male,No relevent experience,,Graduate,STEM,4,,,1,44,1
15783,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,never,27,1
29620,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,2,,,never,141,0
29144,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,36,1
12615,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,228,1
32459,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,6,,Pvt Ltd,never,16,0
30911,city_45,0.89,Male,Has relevent experience,no_enrollment,High School,,9,100-500,Pvt Ltd,1,69,0
13490,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,19,Oct-49,Funded Startup,1,12,1
24882,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,1,10,1
4625,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,18,0
29390,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,,1,96,0
19941,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,NGO,1,21,0
29839,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,<1,,,1,42,1
6010,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,44,0
5602,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,258,0
13960,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Pvt Ltd,1,59,0
20601,city_64,0.666,,No relevent experience,no_enrollment,Graduate,STEM,3,,,3,44,0
9668,city_103,0.92,Other,Has relevent experience,Full time course,Graduate,STEM,8,,Pvt Ltd,1,143,0
10826,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Public Sector,>4,83,0
15040,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,15,50-99,Pvt Ltd,1,23,0
17073,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Early Stage Startup,never,24,1
28198,city_50,0.896,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,92,1
29132,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,53,0
32807,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,4,6,0
12625,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,>4,91,1
19226,city_160,0.92,Male,No relevent experience,Full time course,High School,,2,50-99,,never,25,1
25997,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,10000+,Pvt Ltd,1,72,0
23797,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,5,Oct-49,Early Stage Startup,1,21,0
31153,city_101,0.558,Male,No relevent experience,no_enrollment,Graduate,STEM,8,,,never,47,1
15437,city_76,0.698,,No relevent experience,Full time course,Graduate,STEM,7,,,2,54,1
23831,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,7,,,never,136,1
7537,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,11,,,1,55,0
30763,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,17,1
2750,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,2,92,0
14404,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Public Sector,1,158,0
79,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,42,1
21733,city_27,0.848,,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,51,0
2901,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,,6,50-99,Pvt Ltd,1,12,0
1004,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,10,0
1903,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,>4,158,0
29621,city_67,0.855,Male,Has relevent experience,Part time course,High School,,10,,,1,16,0
15479,city_158,0.766,Female,No relevent experience,Full time course,Graduate,Other,3,,,1,42,1
30802,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,88,0
26040,city_73,0.754,,No relevent experience,no_enrollment,High School,,6,,,1,148,1
6033,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,4,35,0
28261,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,1000-4999,Other,>4,47,0
20631,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,1,5000-9999,Pvt Ltd,1,26,1
30394,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,9,0
4981,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,,1,128,1
5240,city_24,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,,2,25,0
1060,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,24,0
21886,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,2,48,0
4845,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Public Sector,1,124,1
5600,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,4,111,1
33163,city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,15,0
2920,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,153,0
31490,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,,1,101,0
32990,city_21,0.624,,Has relevent experience,Full time course,,,3,,Early Stage Startup,>4,132,1
26934,city_114,0.926,,Has relevent experience,Part time course,Graduate,STEM,9,<10,Funded Startup,1,67,0
30536,city_136,0.897,,Has relevent experience,Part time course,Masters,STEM,8,<10,Pvt Ltd,2,34,0
15303,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,4,,,never,53,1
31211,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,4,,Pvt Ltd,never,104,0
